Text,Sentiment
" SPY, ES, Define risk always, keep sizes proportionate, risk only what u can afford to lose..  ",0
"- The Group -? cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",0.5
"- The Group -? profit before taxes was EUR 0,2 7,8 million .",0.5
- The Group -? result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,0.5
- The Group -? result before taxes was EUR -1.9 ( -3.0 ) million .,0
"- The Group -? sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",0.5
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",0
 thinking out loud. 50 mva sub 200 mva- done. Bottoming tails at 61.60 providing obvious stop. Catalyst higher? 29% short interest.,1
 this is so bullish for ZNGA [online gambling legalize in nev],1
- Tikkurila inspires you to color your life .,0.5
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,1
 we all know what happens to broken momo plays right?,0
 Weekly.Barely hanging onto double support area.Possible break this week after last week's rest  ,0
" Why is FDX important, gave the MAKET OPEATOS, cover, give the DOW THEOISTS their story, while we sell out...gonna be one helluva fak",0
"""Banks, ATMs To Remain Open"": Nirmala Sitharaman Denies Report Lenders Plan To Shut Most Branches
https://t.co/Sj1Bakrw6N",1
"""Sebi, Stock Exchanges Have Robust Risk Management Framework"": Read Regulator's Full Statement
https://t.co/MSawOL0lw8",1
#13for2013 - 8 of the 13 stocks are up double digits & one is up 8% w 9% dividend NKD INVN DDD FT MOV SCA KOS DNKN SCCO,1
"#13for2013 INVN still the leading gainer - shed 5% this week, profit taking in overbought market   ",1
"#13for2013 SCA & NKD are champs, both up 50%+ in 2013  ",1
#Ackman you should be really going after PI. Classic example of MM firm. worked for them a year or so. Momo is in favor. #yourWelcome,0
"#AMZN at all-time highs pre-market , aapl still plunging.  should be an interesting trading day!",1
"#Bullish ZAGG T user Buy An invisibleSHIED, Get An invisibleSHIED Free [No Discount Code Needed] - zagg.to/dHxJYy",0
"#China #CoronavirusPandemic 

The economy was forced into a paralysis in late January as the epidemic that first st??https://t.co/hTTmHwr18k",0
#ContrAlert Don't Panic: Wall Street Is Going Crazy For Student oans -- But It's Not a #Bubble -  SM,0
"#CoronavirusPandemic 

As bad as #China's economic dive is, the slump is even more perilous for the rest of #Asia.??https://t.co/PuRY8HSD1V",0
#ed obin GB boing!  ,1
"#Gold prices slip below Rs 46,000 as #investors book profits amid #coronavirus-led #recession fears https://t.co/fSylAJrUqv",0
"#Groupon & #JCPenney taking the hits on the mkt today, down about 24% & 18%.  GPN  JCP",0
#hammer + #wedge worked out from last week Y HOV TO PHM ITB XHB etc  ,1
"#Sensex, #Nifty climb off day's highs, still up 2%; Key factors driving D-Street higher today https://t.co/jVQcousFp6",1
"#Sharemarket LIVE: Sensex off day?? high, up 600 points, #Nifty tests 9,200, #TCS, private bank stocks lead
https://t.co/3xgtLroKUI",1
"#TCS #share price jumps 9% on no #layoffs, #dividend announcements; should you buy, sell or hold the stock https://t.co/ijDFJRDLOl",1
#vmware VMW where? here? there? best wishes dealing with this complex H&S  ,0
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),0.5
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",1
"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",0.5
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",1
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",0
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",0
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",1
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",0
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",1
"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",1
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",1
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",0
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",0
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",1
"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",1
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",0.5
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",1
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",1
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",1
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",1
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",1
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",0
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",0.5
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",0
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",1
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",0
"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",1
( I&H ) in a move to enhance growth .,1
( The acquisition sum has not been disclosed . ),0.5
"(given general negative bias when it comes to NVDA, one has to read between the lines with user )",1
", AMZN,,,Headed to lower weekly channel support at approx. 233??  ",0
. user: AAP hits 491.50. Hedge fund margin (leverage) highest level since 2004. The question is how many hedge funds blew up today?,1
... cloudy big gap bottom? VMW  #hammer    ,1
"...offhand, that includes in growth: EN Y SPF MHO ITB AD TTM HTZ DOM WK EMN PO SCA WO FET BCEI FXI HDB EVE ...",1
".user BINGO.Can't consider it a buy (personally) until >470 AND VSB. ntil then, a waste of time trying to game it. AAP",0
".user check out AAP monthly, you would have caught the trade of a lifetime. 130 to 600+ via common stock. Currently a SE.",0
".user clearly, if (but not until) the 20MA cracks and GOOG goes VSS, it is a short straight to the 50MA (I'll use OTM puts)",0
".user, Cook is fine for AAP. People were skeptical about Chambers at CSCO, too. Markets are not always prescient.",1
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,1
????e haven????t really seen markets reflect the full extent of the damage that coronavirus is having to corporate profi????https://t.co/d7h2syLa7G,0
????e haven????t really seen markets reflect the full extent of the damage that coronavirus is having to corporate profi????https://t.co/jTM2Mpi1jr,0
"????ecession blue-chips???? led the way in another turbulent week in markets, with Regeneron Pharmaceuticals, Gilead Sci????https://t.co/tmLGIg70nr",0
????he Mooch???? is facing one of his biggest tests as SkyBridge struggles with the poor performance of its hedge-fund m????https://t.co/FffRTBcKg7,0
"????ince humans started using oil, we have never seen anything like this.????The world????s thirst for oil is suddenly no????https://t.co/fMsg0XTP7b",0
"????mid coronavirus-related upheaval to the car industry, we believe Tesla increasingly has a leg up vs. other automa????https://t.co/EshF0EYkwx",1
????ond funds still make sense.????Negative rates won????t change that https://t.co/UjfPulPfYg,0
????ou are playing with fire when you are investing in something that will have three times the volatility of the S&amp;P????https://t.co/nUjx4fHTcR,1
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",1
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,1
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",1
"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",0.5
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",0.5
` Nordic infrastructure construction is one of our strategic growth areas .,0.5
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",1
"` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive .",0.5
` Pulp and paper industries are growing in countries like China and Russia .,0.5
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",1
"` Sanoma is a buyer not a target , ' he said .",0.5
` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',0.5
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",1
"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",1
"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",0.5
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,1
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",0.5
"`` Adjustment to the fall in price level , in contrast , has been less effective .",0
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",1
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",1
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",0.5
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",1
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",0.5
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",0.5
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",1
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",0.5
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",1
`` BG Crane has been a strong partner for Hiab in Australia for many years .,0.5
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,0
`` Consumers have very well received our packed fresh meat .,1
`` Demand for sports equipment was good in 2005 .,1
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',0.5
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",0.5
"`` EB Tough VoIP was designed to fulfill the communications needs of military units , and we continue to strive towards achieving that goal , '' Mikko Viitaniemi , EB Elektrobit Defense Products , Wireless Solutions senior manager , said in a statement .",0.5
"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",0.5
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,0.5
"`` Following last year 's good profit development , we have entered the current year in a good position .",1
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,1
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",1
"`` I 'm happy with the outcome , '' Sneed said after the hearing .",1
`` I 'm not sure what 's happening .,0.5
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",1
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",0.5
`` I see my new post as an inspiring challenge .,0.5
`` I warmly welcome Michael Frei to Outotec .,1
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",0.5
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",1
"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",1
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",0.5
"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",1
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",1
`` It allows the young child to move forward with his life . '',1
"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",1
`` It wo n't happen overnight .,0.5
`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,1
"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",0.5
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",1
`` Leipurin is a growing and rapidly internationalizing Group .,1
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,0.5
"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",1
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",1
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',0.5
`` Management decided at the end of 2005 to increase cathode copper capacity .,0.5
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,0.5
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,0.5
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",0.5
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",0.5
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",1
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",1
`` Nokia is just interested in bring Nokia to the market . '',0.5
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",1
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',1
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",0.5
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',0
`` Our aim is to understand different traffic patterns based on the use of each building .,0.5
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,0.5
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,1
"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",1
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",1
`` Our design team has long admired Marimekko 's vivid patterns and colors .,1
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",1
`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,0.5
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,0.5
"`` Over the years , the color orange has become synonymous with quality .",0.5
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",1
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",1
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,0.5
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,0.5
"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",1
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',0.5
`` Residentialconstruction in particular has picked up in several markets .,1
`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,0.5
`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,0.5
`` Serving customers locally is one of the cornerstones of customer focus for us .,0.5
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",1
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",0
`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,0.5
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,0.5
"`` Soon after , the collisions started . ''",0.5
`` Stonesoft sees great promise in the future of IPv6 .,1
"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",0.5
"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",0.5
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",0.5
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,1
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",1
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,1
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',1
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0.5
"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",0.5
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",1
`` The CHF is a great product .,1
`` The combined activities will create value for shareholders and be good for our employees and customers .,1
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",0
"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",0.5
`` The flex is a small price to pay for happy lenders . '',0.5
`` The Government has had a very professional approach in assessing the offer .,1
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",0
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",0.5
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",1
`` The issues identified by Stonesoft affect a range of content inspection technology .,0.5
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,1
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",1
"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .",0.5
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",1
`` The new unit is a major investment in the Finnish media scene .,0.5
"`` The number of collection errors fell considerably , and operations speeded up .",1
"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",1
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',1
`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,0.5
`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .,0.5
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",1
"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",0.5
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",1
`` The trend in the sports and leisure markets was favorable in the first months of the year .,1
`` There is no room to modify the share component as we have already indicated . '',0.5
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",0
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',0.5
"`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO .",0.5
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",0.5
`` They 've already allocated money for the inventory .,0.5
`` They want my credit card info and my personal details .,0.5
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",1
"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",0.5
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",1
`` This could be us .,0.5
